id,url,titulo,fecha,medio,autor,explicacion_es,explicacion_en
instituto-de-salud-para-el-bienestar,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
grupo-farmacos-especializados-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmaceuticos-maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmaceutica-maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmaceuticos-maypo,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmacos-maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
maypo,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
maypo-sa,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmaceutica-maypo,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmaceuticos-maypo-sa,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
grupo-maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farrmaceuticos-maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmacetuticos-maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmaceutcos-maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmacyuticos-maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmaeuticos-maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
famaceuticos-maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmceuticos-maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmaceutico-maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmaceuti-cos-maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
empresa-farmaceuticos-maypo-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmaceuticos-maypo-sociadad-anonima-de-capital-variable,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
secretaria-de-hacienda-y-credito-publico,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
farmacos-especializados-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
selecciones-medicas-del-centro-sa-de-cv,https://poderlatam.org/2021/03/10-anos-de-sobreprecio-en-medicinas-para-cancer-de-mama/,10 años de sobreprecio en medicinas para cáncer de mama,2021-03-11,PODER,"Claudia Ocaranza, Queletzú Aspra y Ricardo Balderas",Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
secretaria-de-salud,https://poderlatam.org/2021/05/fracasan-compras-consolidadas-para-arv/,Fracasan compras consolidadas para ARV,2021-05-11,PODER,Ricardo Balderas y Queletzú Aspra,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
birmex-sa-de-cv,https://poderlatam.org/2021/05/fracasan-compras-consolidadas-para-arv/,Fracasan compras consolidadas para ARV,2021-05-11,PODER,Ricardo Balderas y Queletzú Aspra,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
laboratorios-de-biologicos-y-reactivos-de-mexico-sa-de-cv-birmex,https://poderlatam.org/2021/05/fracasan-compras-consolidadas-para-arv/,Fracasan compras consolidadas para ARV,2021-05-11,PODER,Ricardo Balderas y Queletzú Aspra,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
laboratorio-de-biologicos-y-reactivos-sa-de-cv-birmex,https://poderlatam.org/2021/05/fracasan-compras-consolidadas-para-arv/,Fracasan compras consolidadas para ARV,2021-05-11,PODER,Ricardo Balderas y Queletzú Aspra,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
laboratorios-de-biologicos-y-reactivos-de-mexico-sa-de-cv,https://poderlatam.org/2021/05/fracasan-compras-consolidadas-para-arv/,Fracasan compras consolidadas para ARV,2021-05-11,PODER,Ricardo Balderas y Queletzú Aspra,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
instituto-mexicano-del-seguro-social,https://poderlatam.org/2021/05/fracasan-compras-consolidadas-para-arv/,Fracasan compras consolidadas para ARV,2021-05-11,PODER,Ricardo Balderas y Queletzú Aspra,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
organizacion-panamericana-de-la-salud,https://poderlatam.org/2021/05/fracasan-compras-consolidadas-para-arv/,Fracasan compras consolidadas para ARV,2021-05-11,PODER,Ricardo Balderas y Queletzú Aspra,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
secretaria-de-hacienda-y-credito-publico,https://poderlatam.org/2021/05/fracasan-compras-consolidadas-para-arv/,Fracasan compras consolidadas para ARV,2021-05-11,PODER,Ricardo Balderas y Queletzú Aspra,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
secretaria-de-economia,https://poderlatam.org/2021/05/fracasan-compras-consolidadas-para-arv/,Fracasan compras consolidadas para ARV,2021-05-11,PODER,Ricardo Balderas y Queletzú Aspra,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
bolsa-mexicana-de-valores,https://poderlatam.org/2020/03/el-patriarcado-en-el-mercado-bursatil-mexicano/,El patriarcado en el mercado bursátil mexicano,2020-03-11,PODER,Claudia Ocaranza,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
bolsa-institucional-de-valores,https://poderlatam.org/2020/03/el-patriarcado-en-el-mercado-bursatil-mexicano/,El patriarcado en el mercado bursátil mexicano,2020-03-11,PODER,Claudia Ocaranza,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
jaime-alberto-rivero-santos,https://poderlatam.org/2020/03/el-patriarcado-en-el-mercado-bursatil-mexicano/,El patriarcado en el mercado bursátil mexicano,2020-03-11,PODER,Claudia Ocaranza,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
asociacion-mexicana-de-capital-privado-ac,https://poderlatam.org/2020/03/el-patriarcado-en-el-mercado-bursatil-mexicano/,El patriarcado en el mercado bursátil mexicano,2020-03-11,PODER,Claudia Ocaranza,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
banco-azteca-sa,https://poderlatam.org/2020/03/el-patriarcado-en-el-mercado-bursatil-mexicano/,El patriarcado en el mercado bursátil mexicano,2020-03-11,PODER,Claudia Ocaranza,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
banco-azteca-sa,https://poderlatam.org/2020/03/el-patriarcado-en-el-mercado-bursatil-mexicano/,PRUEBA,2020-03-11,PODER,Claudia Ocaranza,Nota destacada para el mes del orgullo 2021 #MásAlláDelArcoíris,- 
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
